document_id,title,publish_date,session,authors,ctr,category,tags,views,depth,full_reads_percent
620358129a7947c62d6d05661AXjIPo0SEO12hcd1X8p6w,"Постпред Украины Кислица усомнился в праве России быть членом Совбеза ООН
                
                                                    

    

    Политика, 09:45",2022-02-09 06:45:57,1AXjIPo0SEO12hcd1X8p6w,[],0.0,5409f11ce063da9c8b588a12,"['5409f1b7e063daa0f408aec4', '565efae69a79479cefeb69b0', '5409f15de063daa0f408ada8', '59e4ec479a7947294055c32d']",7072,1.155,50.806
624ea4489a7947aa081343b6ZRbBppb0SbuScL8Dy6g0LQ,Жириновского похоронят на Новодевичьем кладбище,2022-04-07 08:47:18,ZRbBppb0SbuScL8Dy6g0LQ,['60fa94ed9a7947b7152c986a'],2.502,5409f11ce063da9c8b588a12,"['546c644dcbb20feb6e4c2cb9', '5444a9c5cbb20ffed561eecb', '55d5cb9b9a7947c7224d184d']",37103,1.131,40.458
6242e6679a794764009f7b87zNR6fRZTTnGwIQIkZlZxpA,Сеть Decathlon объявила о приостановке работы в России,2022-03-29 11:05:01,zNR6fRZTTnGwIQIkZlZxpA,['6130a7379a79472aeb4546e3'],5.735,540d5eafcbb20f2524fc0509,"['54367e1ecbb20ffdb159de4e', '542d3116cbb20ff2ab2ceaae', '5409f140e063daa0f408ad1d', '55928cb29a794751dc82f7c7']",146953,1.164,33.843
62634c9d9a79473f0d0fd68cuoSVXScrQFmGQ5XhEh31ZA,"Минобороны предложило продлевать контракты раненным за границей военным
                
                                                    

    

    Политика, 09:32",2022-04-23 06:32:51,uoSVXScrQFmGQ5XhEh31ZA,"['61309cc39a7947257ab1d378','58b6d6599a79471a9e0cdd52']",2.38,5409f11ce063da9c8b588a12,"['5409f198e063daa0f408ae6b', '54cb8efa9a7947efd40997dc', '54278906cbb20f0ef6a5b5cb', '59ef45809a7947efbccd5474', '5592ac449a794719538d2b6a']",3163,1.054,32.438
620fae379a7947990dfbce5eSuXj4JgpSmW5QS41WgletA,"На Украине заявили, что не планируют наступление на Донбасс",2022-02-18 14:41:39,SuXj4JgpSmW5QS41WgletA,['619226fb9a7947e681606cc3'],1.914,5409f11ce063da9c8b588a12,"['5409f15de063daa0f408ada8', '5409f37be063daa0f408b2ae', '544fb958cbb20f1ca05d9c4c']",19941,1.144,36.854
628f7a0a9a7947c031c3f300e-jddMOuR1K6OK1Dx5h3LQ,У России появился способ избежать дефолта и без лицензии США,2022-05-27 03:00:14,e-jddMOuR1K6OK1Dx5h3LQ,['54254690cbb20fa485b88cc9'],5.645,5409f11ce063da9c8b588a13,"['559279af9a794733de001f76', '54601c22cbb20f10b7ca02e7', '5409f15ee063daa0f408adb0', '54254853cbb20f240250ba32', '546065d3cbb20ff82b1ced47', '5409f3b2e063daa0f408b3b7']",60666,1.047,18.29
627d2d179a79472f07b477beGf5Nb4YMTXulW7Umf6hHEQ,"В Госдепе исключили передачу Киеву ядерного оружия
                
                                                    

    

    Политика, 19:25",2022-05-12 16:25:08,Gf5Nb4YMTXulW7Umf6hHEQ,[],0.0,5409f11ce063da9c8b588a12,"['5409f15ee063daa0f408adb0', '5409f15de063daa0f408ada8', '542e04b5cbb20f1f21570cba', '621a3d0c9a794728d449ae5e']",3926,1.069,49.669
620eab189a794736691b30d8QvkFqGx8R7G7G9lxjzI5Iw,"В Петербурге закрыли дамбу из-за угрозы наводнения
                
                                                    

    

    Общество, 23:34",2022-02-17 20:34:14,QvkFqGx8R7G7G9lxjzI5Iw,[],0.0,5433e5decbb20f277b20eca9,"['5409f175e063daa0f408ae02', '54950e089a7947a008e44324', '54a6c52f9a79473840823979', '543e74a0cbb20f103dd48f25']",4691,1.165,37.774
6274ce509a79475ece5ea097CwuWFWojQtadieCT8on0Xw,Еврокомиссар назвал сроки введения полного эмбарго на российскую нефть,2022-05-06 08:09:54,CwuWFWojQtadieCT8on0Xw,['5bfd1d039a794755995093f8'],2.881,540d5eafcbb20f2524fc0509,"['5409f203e063daa0f408af72', '5409f294e063daa0f408b111', '5409f168e063daa0f408add3', '5645ce1b9a7947faa12e9de6', '59e769a89a794784016db926']",16272,1.07,24.564
62611f8e9a79477a85b01d9eFW7xhBHvTKeQehbJXQhp8g,"Суд оштрафовал Google на ₽11 млн за неудаление запрещенной информации
                
                                                    

    

    Технологии и медиа, 12:55",2022-04-21 09:55:35,FW7xhBHvTKeQehbJXQhp8g,"['5edf68259a79470758e7ab2d','5a9fa2e39a79470cd086f61a']",0.0,540d5ecacbb20f2524fc050a,"['5409f41de063daa0f408b589', '5427e1a6cbb20ff82f9c4e66']",1040,1.071,32.788
625e774e9a79470fbab20571WqLxzbirSHav7ulDGufWcg,Что такое «Азовсталь». Фотогалерея о символе боев за Мариуполь,2022-04-21 12:55:39,WqLxzbirSHav7ulDGufWcg,['622f6c389a79478decf07e76'],4.397,5409f11ce063da9c8b588a13,"['5409f144e063daa0f408ad26', '58b6f4f29a79474561a7bc66', '543d3460cbb20f079e577c75', '5409f15de063daa0f408ada8', '5409f191e063daa0f408ae5c']",40144,1.086,47.967
6247e26d9a79471f2c61599dlOQUAlaMTQO0otEhh6r_UA,В Германии предупредили о последствиях запрета на ввоз газа из России,2022-04-02 05:55:31,lOQUAlaMTQO0otEhh6r_UA,['5a8d11a39a7947c5e1550980'],7.307,5409f11ce063da9c8b588a12,"['5409f200e063daa0f408af68', '5409f15de063daa0f408ada9', '5409f140e063daa0f408ad1d', '553f994c9a79471b920042bb', '5409f159e063daa0f408ad86']",41622,1.15,33.499
6250535c9a794756a4fd2b9as4olBIxDSH-eJ4cDO8xVpw,SpaceX отправила на МКС первый частный экипаж,2022-04-08 15:24:33,s4olBIxDSH-eJ4cDO8xVpw,['619226fb9a7947e681606cc3'],2.747,540d5eafcbb20f2524fc0509,"['545e1d52cbb20f49da3e7cc0', '54afcb049a7947629823e6ee', '604dea639a79473af7381d6c', '544c35e6cbb20fda6d160a8f', '56c81a2d9a794755f3d464b9']",7364,1.071,41.214
628909be9a794737cecf7e3ftqrw-22wQbmnbChVSMLNTg,"Глава Минтранса заявил, что санкции «практически поломали» логистику",2022-05-21 16:29:55,tqrw-22wQbmnbChVSMLNTg,['5e4663219a794736af922488'],4.062,5409f11ce063da9c8b588a12,"['543fc7a1cbb20f866b8e6997', '542c161bcbb20f546c60be66', '5500072e9a7947a5746c732a', '5409f294e063daa0f408b111']",13486,1.073,36.186
624b13119a794700fbb2c8644Cg0zcqFThG3RuF2SOd1TA,"В Госдуму внесли проект о бессрочном ВНЖ для иностранных специалистов
                
                                                    

    

    Общество, 19:41",2022-04-04 16:41:34,4Cg0zcqFThG3RuF2SOd1TA,[],0.0,5433e5decbb20f277b20eca9,"['5409f145e063daa0f408ad35', '5409f30fe063daa0f408b1f1', '542d2301cbb20f43acf1486e', '542546d4cbb20fa4ab9bf9fe', '5a0eef199a79474b1409439b']",7895,1.197,37.201
627fe4299a794771b59e790btzf7dahsSv6sMn03fO_kFw,"Собчак фразой «статья найдется» оценила риск признания иноагентом
                
                                                    

    

    Технологии и медиа, 20:42",2022-05-14 17:42:34,tzf7dahsSv6sMn03fO_kFw,[],0.0,540d5ecacbb20f2524fc050a,"['549a99a59a794711749dc8f2', '5434cc6fcbb20f4adb5410a7', '5523fcda9a79471308ee3dc0']",4265,1.053,37.773
620b28339a7947463f122b44j9psovnTT_ShwxeFXWRFXw,"Уничтожение экономик России и ЕС, когда ждать ₽68 за $1. Главное за ночь",2022-02-15 06:11:32,j9psovnTT_ShwxeFXWRFXw,['57f797ee9a7947a5681d187e'],10.596,5433e5decbb20f277b20eca9,"['5c124ef99a79476e9d0352d3', '5409f294e063daa0f408b111', '54de432e9a7947c1ed179b13', '5592920d9a794751dc8377b8', '5453698ccbb20f4c0aebcdbf', '5409f15de063daa0f408ada8', '5409f41ce063daa0f408b582', '58c824149a794754591f7471']",70787,1.091,11.728
62836f9e9a79476f2cf72700BYbgdo5HTWKDqeDbz6TxJQ,МИД объявил о высылке из России двух сотрудников посольства Финляндии,2022-05-17 09:54:42,BYbgdo5HTWKDqeDbz6TxJQ,[],1.007,5409f11ce063da9c8b588a12,"['5409f1a3e063daa0f408ae98', '5409f270e063daa0f408b0a7', '54272eedcbb20f67193b15be', '5469cf98cbb20fd7ebe2d5c3', '551656679a794722a8dc063c']",10945,1.061,40.027
6264200f9a79476fc8a30b36C-7zRplTQ1KTYoovoIWgOA,"В Нигерии взорвался нелегальный НПЗ
                
                                                    

    

    Общество, 19:42",2022-04-23 16:42:01,C-7zRplTQ1KTYoovoIWgOA,['5f36b3779a794782606d90c9'],0.0,5433e5decbb20f277b20eca9,"['542d81c8cbb20f2b8e4e28aa', '54317ce6cbb20f21a10d8097', '542b3d10cbb20f47c07dcb56']",1527,1.06,39.358
627a1f419a79472a642477e8fY0UAKDZS2WiT-9W8Z8x1A,Минобороны сообщило о сбитом 9 мая украинском Су-25,2022-05-10 08:16:28,fY0UAKDZS2WiT-9W8Z8x1A,[],2.743,5409f11ce063da9c8b588a12,"['5409f198e063daa0f408ae6b', '5409f15de063daa0f408ada8', '54a3bc719a79475cf558319d', '5409f198e063daa0f408ae6c', '54d90bc89a79479722cc7609', '57038c919a7947317c91b1e8']",14109,1.082,38.118
626b7f0e9a7947c9355dbfa5u7drBmbQQXCUI_niQgKxFg,В России заблокировали сайт онлайн-энциклопедии по искусству WikiArt,2022-04-29 06:05:06,u7drBmbQQXCUI_niQgKxFg,[],1.621,5409f11ce063da9c8b588a12,"['542580eacbb20f48618cb28b', '543e9ac9cbb20f2f475c02e6', '621a3d0c9a794728d449ae5e']",5252,1.058,43.698
61ff185b9a7947f985418cdeVOhA-fJTQhuzzhTJWZgupA,"Премьер-министр Перу ушел в отставку через четыре дня после назначения
                
                                                    

    

    Политика, 03:39",2022-02-06 00:39:46,VOhA-fJTQhuzzhTJWZgupA,[],0.0,5409f11ce063da9c8b588a12,"['543c37e1cbb20f1d1f9e19e5', '5409f2c9e063daa0f408b17e']",13582,1.176,42.799
620ea7239a794736710fd877wbw1ZUPsTbCQe4TLPAAFcQ,Туристам из России разрешат въезжать в Австрию по ПЦР-тесту,2022-02-17 20:26:28,wbw1ZUPsTbCQe4TLPAAFcQ,['5e1ddee09a7947609de2f69b'],3.22,5433e5decbb20f277b20eca9,"['5577f72f9a7947f6177effbc', '5e8ec7799a7947848604a99e', '5409f226e063daa0f408afd3']",22646,1.213,34.624
6266e7f09a7947b090150b62t9JGY24FQ5mQ4dYv_WqgUA,Премьер Болгарии предложил гражданам пожертвовать зарплату Украине,2022-04-25 20:31:35,t9JGY24FQ5mQ4dYv_WqgUA,['6206513e9a79476587e1e14e'],3.174,5409f11ce063da9c8b588a12,"['5409f270e063daa0f408b0a6', '621a3d0c9a794728d449ae5e']",6778,1.052,33.092
628a28319a7947755baf7ad1LZ1YiJKrQUGkwunGUzzpAw,Верховная рада продлила военное положение на Украине до 23 августа,2022-05-22 12:14:36,LZ1YiJKrQUGkwunGUzzpAw,['60fa94ed9a7947b7152c986a'],0.279,5409f11ce063da9c8b588a12,"['5409f15de063daa0f408ada8', '5a1866fc9a79475a04804f66', '549dc00a9a79478c22e4b94f']",10067,1.093,44.462
623bb03a9a794703ed34fd63mf7f1HZZRxCWGip9wlIV2w,"Fitch отзовет рейтинги попавших под санкции ЕС российских компаний
                
                                                    

    

    Экономика, 02:53",2022-03-23 23:53:03,mf7f1HZZRxCWGip9wlIV2w,[],1.457,5409f11ce063da9c8b588a13,"['5592b0809a794719538d4213', '5409f417e063daa0f408b578', '55928d319a794751dc8303a1', '5409f294e063daa0f408b111']",136235,1.134,38.704
627b98d29a794792fca6bfe0LgJZB1bqRqWw1TqNyciCTQ,"Посол России не исключил участие польских спецслужб в нападении в Варшаве
                
                                                    

    

    Политика, 14:36",2022-05-11 11:36:19,LgJZB1bqRqWw1TqNyciCTQ,[],0.0,5409f11ce063da9c8b588a12,"['5452416ecbb20f7a50a90408', '54366a01cbb20f810ba70f41', '54491922cbb20f9f201804d4']",3113,1.055,39.865
62015c0a9a794724287b0d6djjVwaS6DSE2xtLGK-YShjA,"Кремль предупредил о дестабилизации при размещении THAAD под Харьковом
                
                                                    

    

    Политика, 20:55",2022-02-07 17:55:59,jjVwaS6DSE2xtLGK-YShjA,[],0.0,5409f11ce063da9c8b588a12,"['545caa9ecbb20f366651641e', '5782d28e9a79471ac8bf5fbd', '5409f15de063daa0f408ada8', '5409f15ee063daa0f408adb0']",26997,1.198,42.416
6205566e9a79470e7400c151AOaze8W1RyyHbpFsZyFNRw,"Глава МИД Британии заявила, что украинцы «отвернулись от России»",2022-02-10 19:27:41,AOaze8W1RyyHbpFsZyFNRw,"['613b3f049a7947536026e824','54244e01cbb20f03076b236d']",5.449,5409f11ce063da9c8b588a12,"['5409f1afe063daa0f408aeb7', '5409f140e063daa0f408ad1d', '5409f15de063daa0f408ada8', '5409f196e063daa0f408ae65', '5465d532cbb20f705cce70aa', '6204c5539a79474bfff916c3']",49026,1.103,24.72
61fb9b3a9a794759dff69d73O6CKEqIrR9GcoMmsvvFiGw,"Проценко назвал долю заражений «омикроном» в Москве
                
                                                    

    

    Общество, 13:16",2022-02-03 10:16:02,O6CKEqIrR9GcoMmsvvFiGw,[],0.0,5433e5decbb20f277b20eca9,"['61a1fd729a794761d34b30b7', '5577f72f9a7947f6177effbc', '5eef2cfd9a7947204da74c82', '571f0d079a794712c33e43df']",22608,1.158,24.841
629228a99a7947106e8e9954_8u1fxP6RsqqVMxAfojMKw,"В Ирландии выявили первого зараженного оспой обезьян
                
                                                    

    

    Общество, 17:17",2022-05-28 14:17:57,_8u1fxP6RsqqVMxAfojMKw,[],0.0,5433e5decbb20f277b20eca9,"['5409f399e063daa0f408b322', '628774149a7947522fa2ef8d', '543a931fcbb20f96c7a2e736']",916,1.046,47.598
620725519a7947a77bddc722UtpylvBCRROzlT9BGOKb7A,"Песков назвал Мюнхенскую конференцию «клубом одного мнения»
                
                                                    

    

    Политика, 06:16",2022-02-12 03:16:19,UtpylvBCRROzlT9BGOKb7A,[],0.0,5409f11ce063da9c8b588a12,"['54d4fd539a7947184f116800', '545caa9ecbb20f366651641e']",5651,1.185,36.79
5e2fe9459a79479d102bada60UXQWZRKRWuo30ah6JtVGA,Коронавирусные ограничения смягчили. Актуальное о COVID на 7 февраля,2022-02-05 08:26:49,0UXQWZRKRWuo30ah6JtVGA,"['57c3fa919a7947e69071e942','5b8403979a79477107927783','5878a2ec9a7947e531faf52c','54195a4fcbb20f219d7fa7dd','5ed4d5ee9a79473ae5758b77','5fb66f1a9a79472d136e1168','5cc163e09a794725db340099','5e5ce0a99a7947086025e1e4','5a9fa2e39a79470cd086f61a','5edf68259a79470758e7ab2d','604f2c199a79478ec0029eae','5a8d11a39a7947c5e1550980','619226fb9a7947e681606cc3','57f797ee9a7947a5681d187e']",3.759,5433e5decbb20f277b20eca9,"['5577f72f9a7947f6177effbc', '5c124ef99a79476e9d0352d3', '5e2af6549a794790a44be038']",518294,1.589,17.699
628ef17e9a794781f0d3572aNMgxY_qhS7Gbk_IW_o965w,«Лаборатория Касперского» назвала сферы с наибольшим числом кибератак,2022-05-26 07:00:38,NMgxY_qhS7Gbk_IW_o965w,['5e4663219a794736af922488'],1.05,540d5ecacbb20f2524fc050a,"['557883709a79477861c90d04', '547c1516cbb20f53267f5323', '5409f3e8e063daa0f408b4a0']",5155,1.063,22.192
61f9dc879a7947b73160f6fdMLYZmkUlSOqWYf6gCl1cAg,"Экс-глава МИД Польши раскритиковал отказ ФРГ поставлять оружие Украине
                
                                                    

    

    Политика, 04:37",2022-02-02 01:37:14,MLYZmkUlSOqWYf6gCl1cAg,[],0.0,5409f11ce063da9c8b588a12,"['54366a01cbb20f810ba70f41', '5409f15de063daa0f408ada8', '5446b562cbb20fc01beb4b56', '5409f200e063daa0f408af68', '560a7d5e9a7947f252239bcc']",10527,1.201,44.22
61f9b2c39a7947b2f7b75caaVmMbAq6ySy2blmprEQZIhw,"«Коммерсантъ» узнал о решении суда по ограничению для адвокатов Сафронова
                
                                                    

    

    Общество, 01:41",2022-02-01 22:41:52,VmMbAq6ySy2blmprEQZIhw,[],0.0,5433e5decbb20f277b20eca9,"['59e769a59a794784016db4d1', '5409f145e063daa0f408ad30', '54ca2b2e9a79475a8f3beea1']",2728,1.174,34.311
627c9ba09a7947e0f3ed43a5lT7FGKFmQwODT1XtBxBAQw,"Число дорожных камер сократилось впервые за всю историю их применения
                
                                                    

    

    Общество, 09:47",2022-05-12 06:47:05,lT7FGKFmQwODT1XtBxBAQw,[],0.0,5433e5decbb20f277b20eca9,"['54c867eb9a7947135fe5f99c', '546ee48bcbb20f5eea50a526', '5427e1a6cbb20ff82f9c4e66', '55928d4f9a794751dc83067d', '5409f19be063daa0f408ae78']",2989,1.069,27.768
624dde519a7947746bbfa53ezXPyf0iDQaKqzwJkvRQz0Q,Главу банка «Хоум кредит» отправили в отставку,2022-04-06 20:24:31,zXPyf0iDQaKqzwJkvRQz0Q,['6206513e9a79476587e1e14e'],5.045,5409f11ce063da9c8b588a18,"['55dc05f49a794736b3f143b0', '542c2650cbb20f8aba7354ce', '5a3109c99a7947e23072968c']",24515,1.17,30.084
627b83e69a7947879b1e8b4eNGj42ye_QDGHCGAi03EFlg,"Лавров заявил, что операция заставит Запад отказаться от однополярности",2022-05-11 09:54:39,NGj42ye_QDGHCGAi03EFlg,['57f797ee9a7947a5681d187e'],4.879,5409f11ce063da9c8b588a12,"['545c81a6cbb20fca592f6ed2', '621a3d0c9a794728d449ae5e', '5640c7139a79477fd671c78d']",5548,1.064,35.959
624d24aa9a79472070cd96bdxJ1WgbD9TTGpo3rYCOgxpA,Суд арестовал экс-кандидата в губернаторы Приморья,2022-04-06 05:37:25,xJ1WgbD9TTGpo3rYCOgxpA,['5a8d11a39a7947c5e1550980'],1.689,5433e5decbb20f277b20eca9,"['5409f145e063daa0f408ad30', '5409f33de063daa0f408b245', '543f272ecbb20f1a4c0919f4']",10681,1.123,34.987
627951439a7947813ace1872IC3_S-xtQHO-HfsMJWdp0g,Bloomberg узнал о плане ЕС отклонить запрет на перевозку российской нефти,2022-05-09 17:46:48,IC3_S-xtQHO-HfsMJWdp0g,['5a8d11a39a7947c5e1550980'],3.687,5409f11ce063da9c8b588a12,"['5409f16ae063daa0f408adda', '5409f203e063daa0f408af72', '5562278b9a7947993f158d79', '5409f294e063daa0f408b111']",6348,1.043,22.842
624d3fd89a79472b80db6e4fc7S2UmbHScuyQVPS00DwKg,Медведев сравнил санкции с инквизицией и предупредил Запад об исках,2022-04-06 08:25:10,c7S2UmbHScuyQVPS00DwKg,['61309cc39a7947257ab1d378'],1.891,5409f11ce063da9c8b588a12,"['543283d8cbb20f35cbd0f765', '5409f294e063daa0f408b111', '549458ea9a794798759a326b']",20571,1.125,24.539
625fd3b99a79470468996c94EeL69f1nSs-aqbfZYdLGtg,УГМК выкупила долги Petropavlovsk у Газпромбанка,2022-04-20 10:54:26,EeL69f1nSs-aqbfZYdLGtg,"['54215736cbb20f5cdfa7a8ce','6239c1df9a7947d8bb8f1236']",1.65,540d5eafcbb20f2524fc0509,"['55f0630f9a7947fc6aa6afed', '552f905f9a7947373306cf54', '55b8acec9a7947303fa95eb2', '54249c56cbb20feba0485f41', '571ceff19a7947a1dc0e1963']",7772,1.049,20.278
61fcc1909a79473c4d62bd85yv17ZUGvQPiVfdrYdIaLsg,"Депутат Бундестага назвал требования Киева к Германии истеричными
                
                                                    

    

    Политика, 09:11",2022-02-04 06:11:29,yv17ZUGvQPiVfdrYdIaLsg,[],0.0,5409f11ce063da9c8b588a12,[],20360,1.133,44.224
626a76709a794771366a55e8RlHtsUMiTGOTy8O-6PIwAA,"На стройках Москвы усилят контроль за соблюдением требований охраны труда
                
                                                    

    

    Город, 14:18",2022-04-28 11:18:10,RlHtsUMiTGOTy8O-6PIwAA,[],0.0,5433e5decbb20f277b20eca9,"['5409f15be063daa0f408ad93', '55928fdb9a794751dc83463c', '5592901b9a794751dc834c98', '543a1682cbb20f0ebf7aefe0', '59919ba49a7947aace8e8bcf']",1041,1.056,51.009
6252b81b9a79475dbcbf7b28ciHeM6vpTC6QnP-7kRpR6w,"Спрос и замещение: как сдержать инфляцию при повышении госрасходов
                
                                                    

    

    Дискуссионный клуб, 13:57",2022-04-10 10:57:54,ciHeM6vpTC6QnP-7kRpR6w,[],0.0,5409f11ce063da9c8b588a13,['602550909a7947de72059caa'],10597,1.079,23.054
625ab0b19a794704dff30fc4bcd2GVIuSayszQ_hbmqivQ,Глава Минфина Украины оценил падение ВВП из-за военной операции,2022-04-16 12:31:50,bcd2GVIuSayszQ_hbmqivQ,['619226fb9a7947e681606cc3'],2.437,5409f11ce063da9c8b588a13,"['5409f15de063daa0f408ada8', '5409f378e063daa0f408b2a7']",13981,1.042,38.602
626cf7499a79474b1ec06049ujpK4O_5RfigkztLm57UXw,«Дочка» НОВАТЭКа предупредила о риске взрыва цистерн с газом в Польше,2022-04-30 09:46:46,ujpK4O_5RfigkztLm57UXw,['5edf68259a79470758e7ab2d'],6.073,540d5eafcbb20f2524fc0509,"['5409f1ebe063daa0f408af42', '5463e5b9cbb20f877fdedd71', '54366a01cbb20f810ba70f41', '5409f15de063daa0f408ada9']",27987,1.044,34.284
6290a3819a79472762cbfb7av86RKLu-RD2EfqrEDVH8cA,Латвия закроет канцелярию посольства в Калининграде 30 мая,2022-05-27 10:36:11,v86RKLu-RD2EfqrEDVH8cA,['5a9fa2e39a79470cd086f61a'],0.62,5409f11ce063da9c8b588a12,"['5409f1ffe063daa0f408af66', '548ac7e92ae596d18ef45203', '59e7699e9a794784016da8fc', '54272eedcbb20f67193b15be']",1139,1.053,32.66
62078e479a7947c54a862a6eZJabTsq8QcaFejmhtREbVA,"Госдеп распорядился об отъезде неосновного персонала посольства в Киеве
                
                                                    

    

    Политика, 14:08",2022-02-12 11:08:49,ZJabTsq8QcaFejmhtREbVA,[],0.0,5409f11ce063da9c8b588a12,"['5409f15ee063daa0f408adb0', '5409f37fe063daa0f408b2ba', '5409f15de063daa0f408ada8', '564cb4d69a79473a5d094e9c', '5426c60acbb20f76518c3e4c']",29777,1.195,31.558
624d11ea9a794717ff4ad9a4rTgo-m3TQgu4h-CuR-M1lg,"Постпред США сочла невозможным исключение России из Совбеза ООН
                
                                                    

    

    Политика, 07:59",2022-04-06 04:59:48,rTgo-m3TQgu4h-CuR-M1lg,['61309cc39a7947257ab1d378'],0.0,5409f11ce063da9c8b588a12,"['5409f1bee063daa0f408aed6', '5409f140e063daa0f408ad1d', '5409f15ee063daa0f408adb0', '5409f15de063daa0f408ada8']",33408,1.208,35.351
61f99d329a7947ab3edf9626BGqE5tfuTxeanLvshi8hGw,Кадыров призвал вернуть в Россию семью экс-судьи Янгулбаева,2022-02-01 21:37:51,BGqE5tfuTxeanLvshi8hGw,['619226fb9a7947e681606cc3'],4.73,5409f11ce063da9c8b588a12,"['5462352bcbb20f235c8efea8', '5409f1f9e063daa0f408af59']",38552,1.121,34.945
626fee679a7947740755af8eJYT689YoRnm9V6415vtTVw,США разрешили сделки с Gazprom Germania до конца сентября,2022-05-02 14:50:01,JYT689YoRnm9V6415vtTVw,[],5.913,5409f11ce063da9c8b588a12,"['5409f15de063daa0f408ada7', '5409f200e063daa0f408af68', '55dd92239a794703a3a3d2ef']",21318,1.059,32.306
6278f46e9a79476c34e312473jGSrwShRti8BmLjrQpEhQ,"Латвия запретила въезд в страну Киркорову, Винокуру и Петросяну",2022-05-09 11:43:35,3jGSrwShRti8BmLjrQpEhQ,['604f2c199a79478ec0029eae'],1.614,5409f11ce063da9c8b588a12,"['5409f1ffe063daa0f408af66', '54e339b49a79472e4382a00e', '5409f294e063daa0f408b111', '57cfb2019a794773f936398e', '621a3d0c9a794728d449ae5e']",6641,1.054,35.401
627d30a59a79472ff6feaad5N5ginwdUQASY1WYbUvixkg,"В Латвии заблокируют «ВКонтакте», «Одноклассники» и «Мой мир»
                
                                                    

    

    Политика, 21:30",2022-05-12 18:30:45,N5ginwdUQASY1WYbUvixkg,['604f2c199a79478ec0029eae'],0.0,5409f11ce063da9c8b588a12,"['5409f1ffe063daa0f408af66', '5409f294e063daa0f408b111', '5409f175e063daa0f408ae00', '5571b1cc9a7947ab04d23dc8']",9920,1.061,46.421
627879149a79474a5ec649b6G1dmwC51SVW9gfc2iGZw0A,На Дальнем Востоке прошли первые парады Победы,2022-05-09 02:58:45,G1dmwC51SVW9gfc2iGZw0A,['5e4663219a794736af922488'],1.692,5433e5decbb20f277b20eca9,"['5409f42ae063daa0f408b5d7', '559290e19a794751dc835e29', '5409f377e063daa0f408b2a4']",2927,1.045,42.638
6287af419a79476d9c97d5880_gqGps0Q5m64bQRQKvg4g,Порошенко призвал Европу перекрыть нефтепровод «Дружба»,2022-05-20 16:59:11,0_gqGps0Q5m64bQRQKvg4g,['619226fb9a7947e681606cc3'],4.075,5409f11ce063da9c8b588a13,"['5409f15de063daa0f408ada8', '5409f3cae063daa0f408b456', '54335260cbb20fd4f3259e91', '547de06fcbb20f82d17b5361']",13143,1.071,31.439
6290cc7a9a79473bfd21d4e8MNZKvnDZS1-DSrEwS1pJVA,Шереметьево запустит аэроэкспрессы в терминалах B и C,2022-05-27 13:55:30,MNZKvnDZS1-DSrEwS1pJVA,"['619226fb9a7947e681606cc3','606dc7aa9a7947c368c1d46c']",3.082,540d5eafcbb20f2524fc0509,"['55252fbe9a7947245d507e2f', '544fb66dcbb20f51f2faeae8', '5409f3bae063daa0f408b3d4']",5218,1.047,24.818
620b37d29a79474c495c8e29TSYkRYUaQGS4ghLXSIZZ6g,"Канцлер Германии Шольц прибыл в Россию на переговоры с Путиным
                
                                                    

    

    Политика, 11:56",2022-02-15 08:56:01,TSYkRYUaQGS4ghLXSIZZ6g,[],0.0,5409f11ce063da9c8b588a12,"['614cb40f9a79477066594352', '5409f200e063daa0f408af68', '5409f309e063daa0f408b1dd', '58abcf539a7947f18bc079eb']",11364,1.151,38.701
622e2ada9a79471d2c4de0b6gHwPxacXQPmhZhBsHOOhMw,Из 1990-го в 2022-й: история «Макдоналдса» на Пушкинской в двух фото,2022-03-14 05:00:18,gHwPxacXQPmhZhBsHOOhMw,[],3.688,5433e5decbb20f277b20eca9,"['5409f144e063daa0f408ad26', '5409f29ae063daa0f408b152', '5458ce8ccbb20fab59c7c323']",14575,1.076,51.307
628cec509a79475f9dc43e97cWylq4mIRNm0Lp475ZwfIA,Минобороны сообщило о завершении разминирования порта Мариуполя,2022-05-24 14:41:00,cWylq4mIRNm0Lp475ZwfIA,[],2.306,5409f11ce063da9c8b588a12,"['5409f198e063daa0f408ae6b', '5409f3c7e063daa0f408b439', '543d3460cbb20f079e577c75', '54621d74cbb20f65713b6ccf', '54e262fe9a7947e304418332']",5226,1.074,36.223
623c48509a7947366e7b9f46-wX17AA5TkyFbXNtj8CFxw,НСПК запросила Apple после данных о проблемах с привязкой карт «Мир»,2022-03-24 12:11:10,-wX17AA5TkyFbXNtj8CFxw,"['6115275e9a7947f605852bf7','619226fb9a7947e681606cc3','5bf2cdb19a7947e0aa3f5fa8']",3.309,5409f11ce063da9c8b588a18,"['54ec51db9a794734d4e70259', '5c8e82659a7947825eae732f']",44496,1.142,33.097
6242f7e49a79476cd86b96ef7J92GCRtSamO4weshng_Qw,Мединский заявил о полученных предложениях Киева по нейтралитету Украины,2022-03-29 12:34:14,7J92GCRtSamO4weshng_Qw,['6130a7379a79472aeb4546e3'],3.83,5409f11ce063da9c8b588a12,"['5409f15de063daa0f408ada8', '54da85b29a79472a52b4f2bc', '5409f309e063daa0f408b1dd', '551d10659a7947bad0961977', '546b54d1cbb20f84b19814b7', '5426c60acbb20f76518c3e4c']",135854,1.188,38.32
